text,user
"The Democrats will only vote for Tax Increases. Hopefully, all Senate Republicans will vote for the largest Tax Cuts in U.S. history.",realDonaldTrump
"...people not interviewed, including Clinton herself. Comey stated under oath that he didn't do this-obviously a fix? Where is Justice Dept?",realDonaldTrump
"Wow, FBI confirms report that James Comey drafted letter exonerating  Crooked Hillary Clinton long before investigation was complete. Many..",realDonaldTrump
The most important truth our FOUNDERS understood was: FREEDOM is NOT a gift from Govt. FREEDOM is a GIFT from GOD. _Ù_´https://t.co/rmAzGt8SuG https://t.co/SrPavwrt2R,realDonaldTrump
"Thank you @Heritage! This is our once-in-a-generation opportunity to revitalize our economy, revive our industry &amp; renew the AMERICAN DREAM! https://t.co/HI30nojsGo",realDonaldTrump
WOW! https://t.co/eKfRktNVuy,realDonaldTrump
BORDER WALL prototypes underway! https://t.co/arFNO80zmO,realDonaldTrump
"Any increase in ObamaCare premiums is the fault of the Democrats for giving us a ""product"" that never had a chance of working.",realDonaldTrump
"So much Fake News being put in dying magazines and newspapers. Only place worse may be @NBCNews, @CBSNews, @ABC and @CNN. Fiction writers!",realDonaldTrump
It was my great honor to welcome Prime Minister Alexis Tsipras of Greece to the WH today! _Ù_´https://t.co/Bn1vM6fYW9 _ÙÒühttps://t.co/j0roMFT3YL https://t.co/MPe5HWFcZ1,realDonaldTrump
Join me LIVE from the Rose Garden at 1:30pmE with Prime Minister Alexis Tsipras of Greece. _Áühttps://t.co/Bn1vM6fYW9 https://t.co/dZB4mDBKpi,realDonaldTrump
"""Dow Passes 23,000 for the First Time, Fueled by Strong Earnings""#Dow23K_ÙÒöhttps://t.co/wnkrddYlb9 https://t.co/wlP0NCNcou",realDonaldTrump
Rep.Tom Marino has informed me that he is withdrawing his name from consideration as drug czar. Tom is a fine man and a great Congressman!,realDonaldTrump
RT @Scavino45: U.S. MARKETS FROM ELECTION DAY {Since 11/8/2016} _ÙÒö https://t.co/HtjHrznQKJ,realDonaldTrump
Always great to see the wonderful people of South Carolina. Thank you for the beautiful welcome at Greenville-Spartanburg Int'l Airport! https://t.co/maO9Nc0sTe,realDonaldTrump
"I was recently asked if Crooked Hillary Clinton is going to run in 2020? My answer was, ""I hope so!""",realDonaldTrump
"The U.S. has gained more than 5.2 trillion dollars in Stock Market Value since Election Day! Also, record business enthusiasm.",realDonaldTrump
"Since Election Day on November 8, the Stock Market is up more than 25%, unemployment is at a 17 year low &amp; companies are coming back to U.S.",realDonaldTrump
"Dem Senator Schumer hated the Iran deal made by President Obama, but now that I am involved, he is OK with it. Tell that to Israel, Chuck!",realDonaldTrump
The Democrats only want to increase taxes and obstruct. That's all they are good at!,realDonaldTrump
Art Laffer just said that he doesn't know how a Democrat could vote against the big tax cut/reform bill and live with themselves!  @FoxNews,realDonaldTrump
RT @ABCNewsRadio: Global fund championed by Ivanka Trump to help women entrepreneurs begins operations https://t.co/jUmsY3ON4x https://t.coÛ_,realDonaldTrump
RT @mike_pence: .@EdWGillespie is fighting to grow the economy &amp; cut taxes! HeÛªs fighting for a safer VA. And heÛªs is fighting for affordabÛ_,realDonaldTrump
"...approvals of The Keystone XL &amp; Dakota Access pipelines. Also, look at the recent EPA cancelations &amp; our great new Supreme Court Justice!",realDonaldTrump
"The Failing @nytimes, in a story by Peter Baker, should have mentioned the rapid terminations by me of TPP &amp; The Paris Accord &amp; the fast....",realDonaldTrump
"RT @FoxNews: TONIGHT on ""Justice,"" @JudgeJeanine talks to special guests @EricTrump and @LaraLeaTrump - Tune in at 9p ET on Fox News ChanneÛ_",realDonaldTrump
RT @EricTrump: .@LaraLeaTrump and I look forward to being on @JudgeJeanine tonight at 9pm! @FoxNews #MakeAmericaGreatAgain _Ùà¼_Ùàü_Ùà¼_Ùàü_Ùà¼_Ùàü https://tÛ_,realDonaldTrump
RT @mike_pence: We are heading to Virginia. Looking forward to supporting my friend @EdWGillespie. He will make a great Governor for the CoÛ_,realDonaldTrump
The Democrats in the Southwest part of Virginia have been abandoned by their Party. Republican Ed Gillespie will never let you down!,realDonaldTrump
Very proud of my Executive Order which will allow greatly expanded access and far lower costs for HealthCare. Millions of people benefit!,realDonaldTrump
"Health Insurance stocks, which have gone through the roof during the ObamaCare years, plunged yesterday after I ended their Dems windfall!",realDonaldTrump
"RT @realDonaldTrump: ""Consumer confidence soars to highest level since 2004""_ÙÒöhttps://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX",realDonaldTrump
RT @RightlyNews: @realDonaldTrump @LouDobbs Trust in the media is at the lowest level in all of U.S. history. The American people see throuÛ_,realDonaldTrump
RT @RightlyNews: @realDonaldTrump @LouDobbs It is NOT a coincidence that the economy boomed immediately after the 2016 election.,realDonaldTrump
"Such a wonderful statement from the great @LouDobbs. ""We take up what may be the most accomplished presidency in modern American history.""",realDonaldTrump
"ObamaCare is causing such grief and tragedy for so many. It is being dismantled but in the meantime, premiums &amp; deductibles are way up!",realDonaldTrump
"Money pouring into Insurance Companies profits, under the guise of ObamaCare, is over. They have made a fortune.Dems must get smart &amp; deal!",realDonaldTrump
"Many people talking, with much agreement, on my Iran speech today. Participants in the deal are making lots of money on trade with Iran!",realDonaldTrump
Starting to develop a much better relationship with Pakistan and its leaders. I want to thank them for their cooperation on many fronts.,realDonaldTrump
#WeeklyAddress_Ùà¼_Ùàü https://t.co/riqEiBNwk2,realDonaldTrump
"Today, I announced our strategy to confront the Iranian regimeÛªs hostile actions and to ensure that they never acquire a nuclear weapon. https://t.co/N4ISdjuEdC",realDonaldTrump
"""Consumer confidence soars to highest level since 2004""_ÙÒöhttps://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX",realDonaldTrump
"In America, we don't worship government - we worship God. #ValuesVotersSummit https://t.co/YQ3iDlWylK",realDonaldTrump
I have no greater privilege than to serve as your Commander-in-Chief. HAPPY BIRTHDAY to the incredible men and women @USNavy!#242NavyBday https://t.co/qcdB4U8CqA,realDonaldTrump
"The wonderful people of Puerto Rico, with their unmatched spirit, know how bad things were before the H's. I will always be with them!",realDonaldTrump
"Hard to believe that the Democrats, who have gone so far LEFT that they are no longer recognizable, are fighting so hard for Sanctuary crime",realDonaldTrump
ObamaCare is a broken mess. Piece by piece we will now begin the process of giving America the great HealthCare it deserves!,realDonaldTrump
"Sadly, they and others are Fake News, and the public is just beginning to figure it out! https://t.co/8B8AyA7V1s",realDonaldTrump
RT @billoreilly: A free press is vital to protecting all Americans. A corrupt press damages the Republic.,realDonaldTrump
The Democrats ObamaCare is imploding. Massive subsidy payments to their pet insurance companies has stopped. Dems should call me to fix!,realDonaldTrump
"It is time to take care of OUR COUNTRY, to rebuild OUR COMMUNITIES, and to protect our GREAT AMERICAN WORKERS! #TaxReform https://t.co/FEjGjT4xp9",realDonaldTrump
People are just now starting to find out how dishonest and disgusting (FakeNews) @NBCNews is. Viewers beware. May be worse than even @CNN!,realDonaldTrump
Happy #NationalFarmersDay!_ÙÒühttps://t.co/dN39R1IMlA https://t.co/QbUG1pztaI,realDonaldTrump
"We need a tax system that is FAIR to working FAMILIES &amp; that encourages companies to STAY in AMERICA, GROW in AMERICA, and HIRE in AMERICA! https://t.co/DdI1yWi7YZ",realDonaldTrump
"The time has come to take action to IMPROVE access, INCREASE choices, and LOWER COSTS for HEALTHCARE! _Áühttps://t.co/mz5fdveTVh https://t.co/dDZLsKuNSe",realDonaldTrump
The Fake News Is going all out in order to demean and denigrate! Such hatred!,realDonaldTrump
"...We cannot keep FEMA, the Military &amp; the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!",realDonaldTrump
...accountability say the Governor. Electric and all infrastructure was disaster before hurricanes. Congress to decide how much to spend....,realDonaldTrump
"""Puerto Rico survived the Hurricanes, now a financial crisis looms largely of their own making."" says Sharyl Attkisson. A total lack of.....",realDonaldTrump
Clips from tax speech and @seanhannity on @foxandfriends now. Have a great day!,realDonaldTrump
RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!,realDonaldTrump
"In even the darkest moments, the light of our people has shown through their goodness, their courage and their love. #USA_Ùà¼_Ùàü https://t.co/8JK8aM2a1L",realDonaldTrump
"Network news has become so partisan, distorted and fake that licenses must be challenged and, if appropriate, revoked. Not fair to public!",realDonaldTrump
Joining @SeanHannity tonight at 9pmE on @FoxNews. Enjoy! https://t.co/RCfiJus5Rw,realDonaldTrump
"We need a tax system that is FAIR to working families &amp; that encourages companies to STAY in America, GROW in America, and HIRE in America_Ùà¼_Ùàü https://t.co/u9ZgijgLE3",realDonaldTrump
I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!,realDonaldTrump
"Join me LIVE at 5:45pmE from Harrisburg, Pennsylvania! #TaxReform #USA_Ùà¼_Ùàühttps://t.co/fDUEMpRTcE https://t.co/1mMjl1HNpl",realDonaldTrump
Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last SundayÛªs tragedy.,realDonaldTrump
"With all of the Fake News coming out of NBC and the Networks, at what point is it appropriate to challenge their License? Bad for country!",realDonaldTrump
"Fake @NBCNews made up a story that I wanted a ""tenfold"" increase in our U.S. nuclear arsenal. Pure fiction, made up to demean. NBC = CNN!",realDonaldTrump
It is about time that Roger Goodell of the NFL is finally demanding that all players STAND for our great National Anthem-RESPECT OUR COUNTRY,realDonaldTrump
"The Democrats want MASSIVE tax increases &amp; soft, crime producing borders.The Republicans want the biggest tax cut in history &amp; the WALL!",realDonaldTrump
It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts,realDonaldTrump
"...if Congress gives us the massive tax cuts (and reform) I am asking for, those numbers will grow by leaps and bounds. #MAGA",realDonaldTrump
"Stock Market has increased by 5.2 Trillion dollars since the election on November 8th, a 25% increase. Lowest unemployment in 16 years and..",realDonaldTrump
"...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!",realDonaldTrump
"The Fake News is at it again, this time trying to hurt one of the finest people I know, General John Kelly, by saying he will soon be.....",realDonaldTrump
My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!https://t.co/qyT4bcHVuR https://t.co/rBwGmhMnPX,realDonaldTrump
RT @IsraelUSAforevr: @realDonaldTrump  https://t.co/dBvwKDdesD,realDonaldTrump
"The Failing @nytimes set Liddle' Bob Corker up by recording his conversation. Was made to sound a fool, and that's what I am dealing with!",realDonaldTrump
"Highly respected author, Christopher Bedford, just came out with book, ""The Art of the Donald, Lessons from America's...."" Really good book!",realDonaldTrump
"With Jemele Hill at the mike, it is no wonder ESPN ratings have ""tanked,"" in fact, tanked so badly it is the talk of the industry!",realDonaldTrump
"Since Congress can't get its act together on HealthCare, I will be using the power of the pen to give great HealthCare to many people - FAST",realDonaldTrump
"The problem with agreeing to a policy on immigration is that the Democrats don't want secure borders,they don't care about safety for U.S.A.",realDonaldTrump
"Why is the NFL getting massive tax breaks while at the same time disrespecting our Anthem, Flag and Country? Change tax law!",realDonaldTrump
RT @IvankaTrump: .@realDonaldTrump stock market rally is close to becoming the greatest in 85 years https://t.co/5WlZa82Mij,realDonaldTrump
"A big salute to Jerry Jones, owner of the Dallas Cowboys, who will BENCH players who disrespect our Flag.""Stand for Anthem or sit for game!""",realDonaldTrump
"""President Donald J. Trump Proclaims October 9, 2017, as #ColumbusDay"" https://t.co/cbQRst4lN4",realDonaldTrump
The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!,realDonaldTrump
"Our country has been unsuccessfully dealing with North Korea for 25 years, giving billions of dollars &amp; getting nothing. Policy didn't work!",realDonaldTrump
"""The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters.....""   @nypost  Thank you!",realDonaldTrump
Nobody could have done what IÛªve done for #PuertoRico with so little appreciation. So much work! https://t.co/k2jAkIpfjI,realDonaldTrump
"Bob Corker gave us the Iran Deal, &amp; that's about it. We need HealthCare, we need Tax Cuts/Reform, we need people that can get the job done!",realDonaldTrump
RT @opinionsamerica: @realDonaldTrump Strong administration leads to a strong response.,realDonaldTrump
FEMA and first responders are working hard (yet again) on Hurricane Nate. Military helping. Very much under control!,realDonaldTrump
"I asked @VP Pence to leave stadium if any players kneeled, disrespecting our country. I am proud of him and @SecondLady Karen.",realDonaldTrump
"...Hence, I would fully expect Corker to be a negative voice and stand in the way of our great agenda. Didn't have the guts to run!",realDonaldTrump
"..my endorsement). He also wanted to be Secretary of State, I said ""NO THANKS."" He is also largely responsible for the horrendous Iran Deal!",realDonaldTrump
"Senator Bob Corker ""begged"" me to endorse him for re-election in Tennessee. I said ""NO"" and he dropped out (said he could not win without...",realDonaldTrump
#LasVegasStrong #USA_Ùà¼_Ùàü_Ù_´https://t.co/4iGwdL4kia,realDonaldTrump
RT @realDonaldTrump: More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at theÛ_,realDonaldTrump
Leaving the White House for the Great State of North Carolina. Big progress being made on many fronts!,realDonaldTrump
Thanks for your support! https://t.co/iqUM1RfQso,realDonaldTrump
"...hasn't worked, agreements violated before the ink was dry, makings fools of U.S. negotiators. Sorry, but only one thing will work!",realDonaldTrump
"Presidents and their administrations have been talking to North Korea for 25 years, agreements made and massive amounts of money paid......",realDonaldTrump
Will be joining @GovMikeHuckabee tonight at 8pmE on @TBN. Enjoy! https://t.co/Y5hGPpYZfl,realDonaldTrump
"Our great team at @FEMA is prepared for #HurricaneNate. Everyone in LA, MS, AL, and FL please listen to your local authorities &amp; be safe!",realDonaldTrump
".@NBCNews is so knowingly inaccurate with their reporting. The good news is that the PEOPLE get it, which is really all that matters! Not #1",realDonaldTrump
"I called Chuck Schumer yesterday to see if the Dems want to do a great HealthCare Bill. ObamaCare is badly broken, big premiums. Who knows!",realDonaldTrump
More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the one-sided coverage?,realDonaldTrump
"Late Night host are dealing with the Democrats for their very ""unfunny"" &amp; repetitive material, always anti-Trump! Should we get Equal Time?",realDonaldTrump
"...contributions. The RNC is taking in far more $'s than the Dems, and much of it by my wonderful small donors. I am working hard for them!",realDonaldTrump
"Can't believe I finally got a good story in the @washingtonpost. It discusses the enthusiasm of ""Trump"" voters through campaign....",realDonaldTrump
RT @FoxBusiness: #StockAlert: U.S. markets since the election https://t.co/1kwamJuizO,realDonaldTrump
RT @Scavino45: .@POTUS @realDonaldTrump in the Oval Office w/senior U.S. military leaders prior to dinner hosted by the President &amp; First LÛ_,realDonaldTrump
"Ralph Northam,who is running for Governor of Virginia,is fighting for the violent MS-13 killer gangs &amp; sanctuary cities.  Vote Ed Gillespie!",realDonaldTrump
Rex Tillerson never threatened to resign. This is Fake News put out by @NBCNews. Low news and reporting standards. No verification from me.,realDonaldTrump
Stock Market hits an ALL-TIME high! Unemployment lowest in 16 years! Business and manufacturing enthusiasm at highest level in decades!,realDonaldTrump
Why Isn't the Senate Intel Committee looking into the Fake News Networks in OUR country to see why so much of our news is just made up-FAKE!,realDonaldTrump
Thank you! https://t.co/YMuqSvvTSB,realDonaldTrump
"So wonderful to be in Las Vegas yesterday and meet with people, from police to doctors to the victims themselves, who I will never forget!",realDonaldTrump
"RT @ABC: Pres. Trump: ""We cannot be defined by the evil that threatens us or the violence that incites such terror."" https://t.co/eduBJDysIÛ_",realDonaldTrump
"RT @Scavino45: .@POTUS &amp; @FLOTUS w/ @LVMPD Officer Cook, 2nd day on job, received gunshot wound to the right chest &amp; right arm, saving liveÛ_",realDonaldTrump
RT @Scavino45: .@POTUS @realDonaldTrump and @FLOTUS Melania visit with @UMCSN patient Tiffany Huizarin Las Vegas earlier today. #VegasStronÛ_,realDonaldTrump
RT @FoxNews: Geraldo Blasts 'Fake News' Reports About Trump's Visit to Puerto Rico https://t.co/9jO0D3BMvE,realDonaldTrump
"On behalf of a GRATEFUL NATION, THANK YOU to all of the First Responders (HEROES) who saved countless lives in Las Vegas on Sunday night. https://t.co/ZxuMYWnNHv",realDonaldTrump
WE LOVE YOU LAS VEGAS! https://t.co/nxRWeR1gEz,realDonaldTrump
I will be landing in Las Vegas shortly to pay my respects with @FLOTUS Melania. Everyone remains in our thoughts and prayers.,realDonaldTrump
The @NBCNews story has just been totally refuted by Sec. Tillerson and @VP Pence. It is #FakeNews. They should issue an apology to AMERICA!,realDonaldTrump
NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down!,realDonaldTrump
"Wow, so many Fake News stories today. No matter what I do or say, they will not write or speak truth. The Fake News Media is out of control!",realDonaldTrump
"A great day in Puerto Rico yesterday. While some of the news coverage is Fake, most showed great warmth and friendship.",realDonaldTrump
My Administration will continue to work around the clock with Governor @RicardoRossello &amp; his team. Great progress being made! #PRStrong_Ùàµ_Ùàá https://t.co/1aL9YrwTvC,realDonaldTrump
RT @PressSec: .@POTUS and @FLOTUS meet w/ some of America's finest on the USS Kearsarge off the coast of PR. https://t.co/sR3Jd6rvNK,realDonaldTrump
RT @seanhannity: Tonight the truth about how despicable the media and the left are in America today. We will name names. 9 est Hannity FoxÛ_,realDonaldTrump
RT @IvankaTrump: 3/4: This Administration is deeply committed to those who serve &amp; their families who make it possible through their love aÛ_,realDonaldTrump
RT @billoreilly: FNC dominated ratings last night. MSNBC-disaster demonstrating folks don't trust the network. https://t.co/rryWmyXe7C toniÛ_,realDonaldTrump
RT @Jenniffer2012: Thank you @realDonaldTrump for all the help you are providing for Puerto Rico. WeÛªre are grateful and happy to welcome yÛ_,realDonaldTrump
"It is a ""miracle"" how fast the Las Vegas Metropolitan Police were able to find the demented shooter and stop him from even more killing!",realDonaldTrump
"So proud of @FEMA, Military, and First Responders! Thank you! https://t.co/kWVMqVelri",realDonaldTrump
Great meeting with Governor Mapp of the #USVI. He is very thankful for the great job done by @FEMA and First Responders. https://t.co/AtBGEpDF9C,realDonaldTrump
Leaving Puerto Rico now for D.C. Will be in Las Vegas early tomorrow to pay my respects. Everyone is in my thoughts and prayers. https://t.co/dBvZUIUfr0,realDonaldTrump
I am so proud of our great Country. God bless America!,realDonaldTrump
My warmest condolences and sympathies to the victims and families of the terrible Las Vegas shooting. God bless you!,realDonaldTrump
Congratulations to #TeamUSA_Ùà¼_Ùàü_Ù on your great @PresidentsCup victory! https://t.co/fZeP1e9mo7,realDonaldTrump
"Being nice to Rocket Man hasn't worked in 25 years, why would it work now? Clinton failed, Bush failed, and Obama failed. I won't fail.",realDonaldTrump
"...Save your energy Rex, we'll do what has to be done!",realDonaldTrump
"I told Rex Tillerson, our wonderful Secretary of State, that he is wasting his time trying to negotiate with Little Rocket Man...",realDonaldTrump
...for safety. Thank you to the Governor of P.R. and to all of those who are working so closely with our First Responders. Fantastic job!,realDonaldTrump
...people are now starting to recognize the amazing work that has been done by FEMA and our great Military. All buildings now inspected.....,realDonaldTrump
"We have done a great job with the almost impossible situation in Puerto Rico. Outside of the Fake News or politically motivated ingrates,...",realDonaldTrump
"RT @SLandinSoCal: When you kneel for our #NationalAnthem, you aren't protesting a specific issue, you are protesting our Nation and EVERYTHÛ_",realDonaldTrump
"19,000 RESPECTING our National Anthem! #StandForOurAnthem_Ùà¼_Ùàü https://t.co/czutyGaMQV",realDonaldTrump
"In analyzing the Alabama Primary race,FAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement!",realDonaldTrump
"Because of #FakeNews my people are not getting the credit they deserve for doing a great job. As seen here, they are ALL doing a GREAT JOB! https://t.co/1ltW2t3rwy",realDonaldTrump
"Very important that NFL players STAND tomorrow, and always, for the playing of our National Anthem. Respect our Flag and our Country!",realDonaldTrump
I will be in PR on Tues. to further ensure we continue doing everything possible to assist &amp; support the people in their time of great need.,realDonaldTrump
Results of recovery efforts will speak much louder than complaints by San Juan Mayor. Doing everything we can to help great people of PR!,realDonaldTrump
We must all be united in offering assistance to everyone suffering in Puerto Rico and elsewhere in the wake of this terrible disaster.,realDonaldTrump
"@ricardorossello ......#FakeNews critics are working overtime, but we're getting great marks from the people that truly matter! #PRStrong_Ùàµ_Ùàá",realDonaldTrump
"My Administration, Governor @RicardoRossello, and many others are working together to help the people of Puerto Rico in every way...",realDonaldTrump
To the people of Puerto Rico:Do not believe the #FakeNews!#PRStrong_Ùàµ_Ùàá,realDonaldTrump
Congresswoman Jennifer Gonzalez-Colon of Puerto Rico has been wonderful to deal with and a great representative of the people. Thank you!,realDonaldTrump
Just spoke to Governor Kenneth Mapp of the U.S. Virgin Islands who stated that #FEMA and Military are doing a GREAT job! Thank you Governor!,realDonaldTrump
"The Governor of Puerto Rico, Ricardo Rossello, is a great guy and leader who is really working hard. Thank you Ricky!",realDonaldTrump
"Despite the Fake News Media in conjunction with the Dems, an amazing job is being done in Puerto Rico. Great people!",realDonaldTrump
The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame!,realDonaldTrump
I will be going to Puerto Rico on Tuesday with Melania. Will hopefully be able to stop at the U.S. Virgin Islands (people working hard).,realDonaldTrump
"Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to ""get Trump."" Not fair to FR or effort!",realDonaldTrump
"RT @FLOTUS: Thank you to all who participated in today's discussion on opioid abuse. By talking about it, we can start to make a real diffeÛ_",realDonaldTrump
RT @DeptofDefense: VIDEO: Elements of the #DoD and @FEMA are providing humanitarian relief for #PuertoRico _Ùàµ_Ùàá  and #USVI _ÙàÈ_Ùà¨ . https://t.co/Û_,realDonaldTrump
